"id","profileName","text","date","title","rating","images","helpful","Size name","Colour","Pattern name"
"R3D9QWH979PFCQ","Prachi","
  NO CASH BACK OFFER GIVEN, THOUGHIT WAS MENTION 10% CASH BACK..KIND OF SCAM IT SEEMS
","Reviewed in India on 26 October 2020","Product is good, But Scamming on Cash Back Offers",5,"","1",,,
"R35DL2G141BZCV","Amazon Customer","
  Great product from apple. Best features and technology... Excellent battery life, mesmerising camera features... Just go for it 👍🏻Stunned by delivery speed of Amazon...
","Reviewed in India on 6 October 2019","Worth the penny 👍🏻",5,"","11",,,
"R1WFHGIJA3O5PV","Bhupendra Singh ","
  I got received fresh box packing and manufacturing nov month. I heard many rumors for fake iphone delivered from Amazon.  But i don't think they do this cheap work. So without hesitate u can place order from Amazon. I have used some days this product then i feel on hand its awesome. I have listened music earphones and stereo speakers. Very loudly sound and every beats are crisp and clear.Camera quality are awesome no doubt. Display quality is decent  and battery life is also decent. Approx 1 day uses with normal uses. Face id is more secure. But i got face one issue. In this Pandemic, the mask has to come down again and again whenever the phone has to be unlocked. So they should give In fingerprint displays. This is safe feature in this pandemic.Along with the phone, they should also provide a charger. Because you take so much money, you still cannot provide charger, even that big company!Overall the phone is good, you can buy.
","Reviewed in India on 18 December 2020","Got genuine product from Amazon. Value for money in this price segment.",4,"https://images-na.ssl-images-amazon.com/images/I/61B8FJNJYRL.jpg
https://images-na.ssl-images-amazon.com/images/I/719taD-fr7L.jpg
https://images-na.ssl-images-amazon.com/images/I/A1CfJV7Ke5L.jpg
https://images-na.ssl-images-amazon.com/images/I/A1SqDb2+kbL.jpg","1","128GB","Black","iPhone 11"
"R1T1F0AQWUB5FZ","Jamserng","
  Great discount purchased during offer. Earphone and charger included along with data cable. Secure delivery. Packaging was not good but iPhone cover itself is rock hard which can protect the inside item very well. Camera quality is awesome, Night mode even better, Great look, mine is purple, suits both gender. Super speed function, face unlock very sensitive, front camera very good. Only 1 physical sim can be supported, and another e-sim can be installed if required. Battery life not as expected, I used to charge atleast once every day. No screen guard included. Many free android apps are not free in ios.
","Reviewed in India on 8 December 2020","Good and genuine product by Amazon",5,"https://images-na.ssl-images-amazon.com/images/I/51sJ+3qSuyL.jpg
https://images-na.ssl-images-amazon.com/images/I/81L29goaP6L.jpg","1",,,
"R141YILWVYM1LV","Saurabh S.","
  Had preordered it arrived at the same day when it was officially out on retail store. Prompt delivery and with excellent packaging. Been using a few days and for me it’s an excellent upgrade from 7 to 11. Full review I will be dropping later after few days of regular usage. N I love the pastel green color 😊
","Reviewed in India on 2 October 2019","Worth money!",5,"","1",,,
"R1DITLBCXGCQ4U","Chandra kala sharma","
  So after reading 3-4 negative review I thought to not buy a premium phone on Amazon but I am seriously telling you not to consider these 3-4 negative review,so finally I ordered I phone 11 for my son and phone is doing great ,no problems are faced till now,and also I contacted amazon customer care executive they told me mam if you faced any problem call directly to us we will surely help you ,iam honestly telling you amazon is the best online shopping flatform ,they treat you like a family member , so overwhelming thank you amazon
","Reviewed in India on 21 October 2020","Fabulous",5,"https://images-na.ssl-images-amazon.com/images/I/716yR+QKRaL.jpg
https://images-na.ssl-images-amazon.com/images/I/71Sqa6LiykL.jpg","1",,,
"R1PSH0HUK15IOW","Rahul","
  So far it is good. But with lot of reviews related to heating up of phone I am bit worried. Few updates for iOS is required to be at par with android.Update: After using it for almost 3 months I could say that android OS is far better than iOS. Apple need to work on lot of things. I would say Apple should give android phones to their developers to know what can be added to iOS. Overall useless operating system.Hope with new release they will match with android.Those using android and thinking of switching over to iPhones please don’t even think of it.
","Reviewed in India on 18 July 2020","iOS not only need update but need lot of improvements",1,"","1",,,
"R1R8WLHZF6T14C","L.PRANESH","
  Amazon and appario retail did a good job.I received a apple factory sealed package.But I found that the front glass was scratched mildly, running throughout the glass... That was disappointing since this is a factory sealed package , and it's the fault of apple. So Im taking to apple service.Other than that, one can save money by buying 11 instead of having a 12, also 11 has benefits of bigger battery, some what same performance and software, nearly identical camera. But Major difference is 5G and design.
","Reviewed in India on 18 October 2020","Brilliant , but wait...",4,"","1",,,
"R27O519CDYM3CU","Abhishek ","
  I was very much worried when I ordered this phone from Amazon sale cuz of so many negative reviews  n grabbed it in 44k around. When I unboxed it and check warranty along with every possible detail I found it to be a superb phone at a jaw dropping price. My phone has no heating issue or camera issue or whatever issue these guys have mentioned in reviews. All over a great deal. Just go for it blindly as it’s still cheaper than what u get in offline store.
","Reviewed in India on 20 November 2020","Avoid all PAID NEGATIVE REVIEW",5,"","1",,,
"R1OIY15KFMR04","Parag Rv","
  Me a ten year android user finally switched to iOS and this was a deal which couldn’t be refused. About iPhone everything is great. Just two cons comparatively less battery back up if you coming from 5000/6000mAH android phones and screen has a bit of yellow tint but it can be resolved from settings. So overall 8.5/10 for the phone.
","Reviewed in India on 24 October 2020","Time to move to iOS",5,"","1",,,
"R120X6YHYS5DW0","shrey","
  Received a defective piece. There’s no option to replace. Apple store is 250kms away from my address.
","Reviewed in India on 10 August 2020","Amazon quality is poorest.",1,"https://images-na.ssl-images-amazon.com/images/I/61c0ILURJfL.jpg","1",,,
"R310Y7JM3K1LUJ","Tushar Bhargava","
  I have been an iPhone user 8 years now. The battery backup is very much improved in iPhone 11. Performance is great.Highlighting an issue which happened for me but was resolved. May help others as well.After I started the new phone, in the initial steps I chose to set it up using my old device 6s.Post that the phone was super heated from a short usage, battery was getting drained and voice memos failed to respond after launch.Apple customer care helped a lot and eventually tried the option to reset the iPhone 11 and set it up from scratch as raw. Restored the data from iCloud later.Strange, but the phone now works like a charm as I mentioned in the start.Evaluate your usage and budget to make the right choice.
","Reviewed in India on 26 May 2020","Loving it!",5,"","1",,,
"R1DOI2UP9RHG22","pandey","
  Of course u r purchase a I phone but when u purchase phone on this cost they should give airpods....m expecting the pods but again having wired earphones .it means I spent again money for buying airpods...that is not fair with customers..but another side when u have the it's nice....nice phone
","Reviewed in India on 11 October 2019","This phone is only fulfill ur desire that u hving an iphone",5,"","1",,,
"R29OOH77TJIKJR","Harsha Venkata Mukesh","
  Finally got ""iphone"".Great from Amazon great india sales.Battery life apple phone is given 3100mAH but it works equally with the android 6,000mAH easily lasts one day.And all are well known about quality of iPhones even its 12mp.Phone feels little bit wider than normal phones.
","Reviewed in India on 26 October 2020","Super🤩🤩",5,"https://images-na.ssl-images-amazon.com/images/I/611EXACbFXL.jpg
https://images-na.ssl-images-amazon.com/images/I/61cqlBs-4zL.jpg","1",,,
"R33307TZTN0XYJ","nataraajan","
  I have booked Iphone 11 during the sale on 16th October and there is cash back offer in amazon of Rs.1250 and its clearly written that cashback will receive as amazon pay within 3 working days after shipping.I have not got it still the cashback. Even after calling to customer care, there is no response and i've not got the cash back amount.This is really worst thing from amazon on cheating customer by showing discounts/offers/deals.
","Reviewed in India on 28 October 2020","Cheating by Amazon - Dont believe in Bonus or discounts of offers by Amazon",1,"","1",,,
"RRE42N2SRGSFT","Amazon Customer","
  There is no fingerprint reader. There is face reader.1. Quality of face reader is not up to the mark. One’ll is’ s face reader is better2. Long WhatsApp messages get truncated3. The call log cannot store all calls. It stores only last 1000. Also, it does not consolidate the calls of a single caller.4. Screen is good. Mine is functioning well with minute scratches after 10+ months of usage5. Speaker phone volume is low6. Ringtone volume is low. Missed so many calls if someone is on the move7. No support on third party apps like WhatsApp, Facebook or Adobe
","Reviewed in India on 16 November 2020","Not worth the mo WY spent",3,"","1",,,
"R2FKK5IXQLE87D","Mritunjay Kumar","
  Phone is perfect in all aspect just few things lacksBattery charging is slow even if I’m charging with Huawei 18 watt chargerAnd 2nd camera I would this could be bcz I’m coming from pixel 3xl and if i have to compare in 10 I would give 10 to pixel even though it didn’t have ultra wide lens and this I would give 6 .Only in 2 thing is got disappointed1 battery charging and backup2 cameraAnd make no mistake it QQUALCOMM quick charge so don’t go for suck Warp .vooc ,Dash , 65 waat and and such kind of charge bcz it only supports PD charge (power delivery) a charger which has out put USB C for example pixel charger and Samsung note 9 and above.
","Reviewed in India on 21 October 2020","Not the great camera ! Slow charging and useless 5 watt adapter",4,"","1",,,
"R9XKMD5XKGZN2","Apoorva Bhoge","
  Ordered on 16th (Midnight) for ₹51.7k using the Offer on Great Indian Festival Sale. It arrived the Same Day the Following afternoon.Excellent Deal and Delivery by Amazon.
","Reviewed in India on 16 October 2020","Great Deal",5,"","1",,,
"R1N9O7R1T28VI0","Hemant Rane","
  Brilliant phone with fantastic features at an unbeatable price. To all those naysayers comparing Android with iOS, I have just one thing to say - Use iOS once and then we’ll see who comes out trumps. Face ID Unlock is best in class, amazing camera clarity, super fast processor, iOS 14.1, Battery that lasts more than a day with a single charge. Do you wish for anything more? Nah. All things packed in one phone. The one, the only, the Master of all. My Phone - iPhone🙂
","Reviewed in India on 5 November 2020","An Apple a day keeps Android away 😁😃",5,"","1",,,
"R1TJPXQUJSVI0T","Rasheed A Veerasan","
  The new iPhone mobile I purchased through Amazon getting heated while using the device for few minutes. Also noted the charges are getting extra hot.So please contact the use urgently and replace the devise urgently (refer the delivery address and contact number from my order)
","Reviewed in India on 5 November 2020","Mobile is getting heat while using",1,"","1",,,
"R2LP351CGU18FQ","Amazon Customer","
  I bought it from Appario. This is the first time i am unsatified with AMAZON. Particulary after spending lots of bucks i could expect bettery quality phone. But this guys delivered me defective product. I have taken 100 plus photos and i could clearly see the difference. The photos are not even competing with iphone 6s and samsung a50. I am sure this is not apple branded product. some dupliacte product. Amazon please dont encourage these type of sellers.
","Reviewed in India on 2 November 2020","Appario seller delievered me dupliacte product.",1,"","1",,,
"ROQPYJNRA0UXF","CA.Soumik Roy","
  Here’s my long term review on IPhone 11 64GB. I had ordered this phone around 7months back and this has been my daily driver since then. To give you a perspective I am using the dual sim in here reliance Jio as esim and Vodafone idea as physical sim. Both works fine and network connectivity is great.WiFi reception is Average I would say.Call quality is awesome one can hear clean and crispThe speaker is Loud and the music plays great I love itThe display is good but not great like my Old Note 9, but still colour reproduction is accurateBattery back up is good and it typically lasts a whole day.The phone is slippery so I use a back case.Nothing more to say about i0S and it’s updates they are great
","Reviewed in India on 13 May 2020","The best phone to get - A long term review of IPhone 11 64GB",5,"","1",,,
"R3O3R1L0M3CNS2","Ravi Singh","
  Don't buy at all. Display is the worst display from Apple ever. Camera performance is cheap.
","Reviewed in India on 14 October 2020","Waste of Money",1,"","1",,,
"R397D5F519ZTTM","Xyz buyer","
  Dear Amazon Support/Customer Care,This ls to write and bring to your notice regarding the extremely bad quality of product and support provided by Amazon.To brief you about the situation, I bought an apple iphone-11 from Amazon and not from any other platform because of the trust on Amazon and it's great support team. But this time around, it was a completely opposite situation. After receiving the product on 30.10.2020, the product was discolored ( like damage); I immediately tried to replace the product through the options available on the app, but the app would just direct me back to the link of apple support website and contact number. After several tries, I final got through the apple support, only to be redirected to the apple store. On reaching the apple Stores during the limited stringent work hours, I was asked to come the next day. On the next day, I was informed that this issue needs to be taken up by Amazon only.After being extremely tired of this entire long process, with great difficulty, I could connect with the Amazon customer support. The customer support assured me of resolving the issue and asked me to wait for 24 hours to get a call.Post this, it has already been more than 40 hours and I m yet to receive any call. Furthermore, when I am trying to call the same number, I fail to connect despite repeated tries. I am extremely disappointed with the quality of your product and support; which is least expected from Amazon.Today being my last day of eligible replacement, I write to you with the Last hope of some relief.I expect atleast this time around Amazon will help its long loyal customer, who is losing faith in the quality of Amazon.
","Reviewed in India on 6 November 2020","Bad quality of customer service and support",1,"","1",,,
"RKB0YFZG9OPKN","Shubham gupta","
  I recieved not working accesories and amazon  tell me to bring deny letter from amazon wow this is the seller concern such a bad service from amazon not worth to buy such expensive product from amazon i suggest not buy expensive products from amazon and from this typ of sellers too
","Reviewed in India on 30 October 2020","Defect in accessories",1,"","1",,,
"R2LH459D4LDPMZ","Moorley Dharan","
  Great phone with a very good camera and FaceId feature. The phone does not have a finger print reader. It was very easy to transfer information from my old phone. Just switch on the new phone, connect it to wifi, plug both the old and new phone to power and place them snear each other. Then start the transfer process. in approx. 30 minutes its all done. All the apps, photos, songs etc. get transferred directly for the old device to the new device. No need for backup and restore. Then transfer the SIM from your old phone to the new phone and you are all set. Seamless!!!
","Reviewed in India on 22 October 2020","Fabulous phone",5,"","1",,,
"R3BGWVMV2QXW09","Anurag","
  After reading the reviews I completely scared about the authenticity of the phone. I would like to thanks to all people who made me aware in such a way that Firstly I verified my phone before even putting the SIM card.I got the brand new iPhone with no technical or physical glitches. Thanks to Amazon and apparition retail.Phone is working flawlessly. Registered on Apple site and got warranty of one year.Rest of the features are already described.
","Reviewed in India on 10 August 2020","iPhone love",5,"","1",,,
"R3BS1C374VLWEM","9810342406","
  Recently i purchased oneplus 8 and just after iPhone 11 however felt more comfortable with features and UI of oneplus 8. It feels like degradation for me from bigger and more clear display to small LCD with no refresh rate. Major pain area is battery charging from 15mins of oneplus to hours for iPhone. Feature rich shortcut in oneplus to static options like no shortcut for turning on or off location.
","Reviewed in India on 31 October 2020","Degraded from oneplus8 to iPhone 11(experience based review)",2,"","1",,,
"R1QDP8I9KP7HJA","Aarish","
  Seller sent a defective peace on 1 day camera wasn’t working, tried and tired contacting Apple for appointments and running behind , Amazon doesn’t assist at all after period is over however this issue was raised on day 1
","Reviewed in India on 27 November 2020","DO NOT BUY FROM APPARIO Retail Sends defective products Camera not working defective item received",1,"https://images-na.ssl-images-amazon.com/images/I/519ywTs7eYL.jpg","1",,,
"R2MHX6K3TLV4NF","Pravi Gupta","
  Pros -1. All the benefits of an iPhone. (Superb ios experience, smoothness, speed, touchscreen etc etc etc)2. In this time when smartphones giving backup of 20+ hrs in a single charge are considered a good one. This phone has the best battery life in iPhones till now. It easily gives 36 hrs battery life with normal usage.3. Sound is loud.Cons:-1. Extremely slow charging:- it take approximately 3 hrs to charge this phone from 10% to 100%. You have to buy a fast charger separately. In the pack they were giving 5W charger. But i think with newer models you need to buy the brick separately as they are giving only the charging cable. You can get 20W power brick from apple website for ₹1900. That should solve this slower charging issue for you.2. Heavyweight- this phone is pretty big and heavier to hold.Iphone x - 174 gmsIphone xs - 177 gmsIphone 11 - 193.3 gmsIphone 12 - 162.4 gms
","Reviewed in India on 16 November 2020","Excellent battery, not so bad screen, slow charging, heavy phone",5,"","1",,,
"R14PD1ZJ4U4D0H","Jahan's ","
  Phone is good . Honestly I expected much more from my first iPhone . Deeply regretted after using this . Quality of camera , phone weight and facial recognition is not of a quality standard . I don’t have the option to return it . But if apple can make the changes or upgrade it . It will be good . Camera has too much noise in the picture quality . Blurred image is common in all the pictures . Facial recognition is worst . Even my sister is able to open . It’s a big flaw in the AI part of this . Need to change on this part .Overall not satisfied
","Reviewed in India on 30 August 2020","Not satisfied with the iPhone my first phone :(",2,"","1",,,
"ROHGPQU97MAU7","Mikunj Rathwa","
  I am a techno person and hard core apple and android user. Go through my review carefully before buying.I had iPhone 5s as my first phone.  It performed really well and ended up with dead battery. I had to switch to samsung M30 and no doubt that phone was some kind of rock made for a careless all day user. I used it for about a year and still its battery worked like charm for about 3 days of moderate use. (I dont play mobile games) This thing really amazed me. Still, a good battery is not everything. I was alway un satisfied with android UI and performance. And decided to switch back to ios.I grabbed this phone at a great deal. Delivery was quite fast. Once I had hands-on, I found that apple still have not worked on battery thing. Not really sure why. It seems to be draining a bit faster.  Will update the review after few months.Build quality is remarkable.IOS 14 is a magic.Phone seems a bit bulky and heavy compared to an android device of same size.Do not expect the premium feel as in iPhone X.I was confused between purple and white and chose the white which I think was the good decision.  Purple looks a bit faded because its light purple.Front and rear cams are remarkable for the price. Undoubtedly. Attached some samples.If you are a photo person, this one is for you.Final verdict : Blindly go for it if you are moderate user and not much into social media or chatting all the day. If you are someone in your twenties who stays online all the day or into a new relationship,  be ready for repeated charge cycles.  😅This is a premium device for someone with balanced online and real life.Do check out the attached photos. Hope this helps.Check the battery health once you get the product. Mine was 100 percent as expected.Thanks to amazon for the genuine product and intact packaging.Update after approx one and half month of usage : Battery performance is exceeding the expectations. 😍😍
","Reviewed in India on 18 October 2020","A premium device for a moderate user.",5,"https://images-na.ssl-images-amazon.com/images/I/51pevhbPMRL.jpg
https://images-na.ssl-images-amazon.com/images/I/71KKv-UKv+L.jpg
https://images-na.ssl-images-amazon.com/images/I/71XPXZrvUnL.jpg
https://images-na.ssl-images-amazon.com/images/I/71XjiFU8mEL.jpg
https://images-na.ssl-images-amazon.com/images/I/81z2AkQZ7OL.jpg","1",,,
"R2B1NU8JF6DPP5","RUBY T.","
  Phone is stylish and i am first time apple user .its look good and it would be too early to comment as i got the phone today only. I am disappointed as it was shown the airpods with the phone but instead of that they send the wired earphones. If someone is buying the phone in 60k plus he or she should be given the things which is mentioned at least.  I am waiting if the airpods are being sent by the seller else will return the phone due to wrong description . How ever other things are fine and looks are great. Will give a brief review later. Thank you
","Reviewed in India on 29 November 2019","Disppointed as wrong description given",4,"https://images-na.ssl-images-amazon.com/images/I/71isElZv7YL.jpg
https://images-na.ssl-images-amazon.com/images/I/71uvUG2TgfL.jpg
https://images-na.ssl-images-amazon.com/images/I/81Joqjywo1L.jpg","1",,,
"R2ZA0KPOCV054N","Atif","
  Bought this mobile in great Indian festival for 46k with all.possiblr discounts... I have seen few reviews and also youtubers videos that its a defective product or clone mobile... But I received genuine product with full warranty... E comm giant like amzon will not do fraud maybe some of there employees or delivery boys can do this type of things... Will this is my honest review ...I am not paid to review this nor I received anycashback offer for this review its just that I have seen so many reviews and videos so thought of sharing this...
","Reviewed in India on 21 October 2020","Iphone 11😍",4,"","1",,,
"R1EZA6TOEDCG1N","Rajesh K Damodaran","
  Very sad, after five days , microphone for Siri , face time , IMO and WhatsApp stopped working. Was taken to I care , diagnosed that phone is having serious hardware issue, phone is send to Bangalore for further diagnosis .Very bad supplier for such an expensive phone, I couldn’t use for more than five days.Please beware of this supplier.
","Reviewed in India on 5 November 2020","Bad quality phone , bad supplier",1,"","1",,,
"R3NP6ROMRHL4AG","JIGNESH","
  I had lots of expectation from this product but even just after unboxing and starting for configuration it started heating. It took 4.5 hour to recharge 60% bettery its very slow. I complained in the Amazone for return or replaced , they denied and ask to go to Apple service station for resolution. After checking at service station they says its normal and bettery will take 4.5 hours to charge its also normal. The bettery also drains very fast in4-5 hours. I have never expected such a bad profuct from apple like brand. And amazon is aslo not taking it for replacement. i simply wasted my money on brand.please never never purchase this product as even cheapest android will take not more then 1 hour in charging and will run for whole the day when new.I found few more customers like at service station complaining the same but they dont have answer and convincing them by saying same ' its normal'.. what a rabbish product with what a poor marketing from amazon...i highly discourged all of u not to buy this product ...Amazon is just doung marketing of this product they dont replace or refund ...
","Reviewed in India on 25 June 2020","Highly discouraged with the Apple performance",3,"","1",,,
"R3NJSBQ2NB5VM8","Am cus","
  Mobile device is good. Good upgrade from iPhone 6s to iPhone 11. Overall performance is satisfactory. Battery life is expected to be better because apple has mentioned it lasts longer compared to other devices. But I feel battery exhausts a bit quickly as this is not expected.  I faced lot of problems to receive the order in spite of being prime customer. Reached out to Amazon customer care for delivery issues and spoke to 4 executives. Among them 2 executives responded very badly. My order was delayed by 3 days due to delivery guy unable to scan secured package. This is my first bitter experience with Amazon in years of using Amazon. Please Amazon try to reduce and eliminate these kind of problems and make sure executives doesn’t hold the call for more than 15 minutes continuously after picking the call. Also make sure executives have a good knowledge on how to handle these issues. Thanks.
","Reviewed in India on 28 October 2020","Good buy and awesome product!!",5,"","1",,,
"R1AR6YFJRXNS6F","venkatesh","
  This is my first Apple phone. I  moved to this in a hope of better phone than Android. This is the worst phone I have used till now.Network: It keeps on variating . Android is far better than this.Music playback:I connected to this my car and played music . Music comes as such I am playing on old tap recorder.music keep dragging.Battery: Battery just drine out in half with minimal usage.Usability:  You hardly able to transfer data. These days WhatsApp is all. You can no way get your old phone WhatsApp data to new phone.You will hardly get less than 50% applications.
","Reviewed in India on 26 October 2020","iPhone has Worst experience than Android.",1,"","1",,,
"R38VB8P082XWOT","Praveen Kumar","
  I'm new to apple world. Initialy i hv faced many issues for esim, no netwrk, Pics arrangement, data transfr to iphone. But after a week, all my issues shorted out. M enjyng the best camera. Initialy m a oneplus user. Addicted to best cameras. Researchd alot to buy this iphone 11. Amazon prime gave me this iphone 128gb for 63k for whch i'm soo grateful to it. In love with this camera.
","Reviewed in India on 27 August 2020","Above my expectations...",5,"","1",,,
"R86U8T9QSHR9X","Kartikay","
  So, I bought it in Amazon sale just for 47,999/- so here is my one week usage review for you guys to decide you want this or not. So let’s talk about camera I would say bang on camera so good quality pictures in low light or in dark. In terms of performance phone nailed in that but only one problem I think I must include here is if you play PUBG or any heavy game like that phone heats not that much but it heats everyone is here complaining about heating problems trust me phone not heat while normal usage only when you play heavy graphics game like PUBG cod fort nite. So that’s all .
","Reviewed in India on 29 October 2020","Good purchase",4,"","1",,,
"R1AYPL6R6HARWH","Stanzin","
  I am writing this review after one week of my purchase from Amazon,Actually I was waiting for iPhone 12.but due to lots of delay information.i changed my mind to buy iPhone 11.And I am very happy with this phone.the Phone is amazing.but it takes almost three hour to full charge that makes me so disappointed.and lots of reviewer are saying about heating issue and they are also saying don’t buy from Amazon. But I didn’t got any issue like this.So I will say go for it without any second thought.100 percent Orginal product.Thanks Amazon thanks seller and thanks to delevery boy.thank you everyone.
","Reviewed in India on 23 August 2020","Worlds no 1 phone",5,"https://images-na.ssl-images-amazon.com/images/I/71+bMEu5gkL.jpg
https://images-na.ssl-images-amazon.com/images/I/71KyEcv+SyL.jpg
https://images-na.ssl-images-amazon.com/images/I/71ut5zq8jIL.jpg","1",,,
"R2DZG0YEWQ2SZI","Sangram Patil ","
  Software is not working properlyReceived faulty item, Amazon is selling Refurbished mobiles or second copy of the phone in the name of discountI will strongly request  people don't go for online shopping from Amazon.. they are attracting you in the name of discount but selling old and used phones
","Reviewed in India on 17 August 2020","Amazon selling defective phone in the name of discount",1,"","1",,,
"R36RKU0MESGN8S","Jerin Jose","
  Received iPhone 11 on monday. It showed a cosmetic patch( Oval patch) on the lower left corner of the phone on Tuesday morning. Took the phone to iCare centre on wednesday and they confirmed its a faulty product. Contacted Apple Customer Support, they asked to take the issue with Amazon and seller and get it replaced as the device is faulty. I have the service report and images which shows the condition of the display.
","Reviewed in India on 21 October 2020","Received faulty product during Amazon Great Indian Festival; iPhone11 cosmetic patch",1,"https://images-na.ssl-images-amazon.com/images/I/6117S1L3JmL.jpg
https://images-na.ssl-images-amazon.com/images/I/61bXfg5JmeL.jpg
https://images-na.ssl-images-amazon.com/images/I/61urG5a1bcL.jpg","1",,,
"R3D69KKNAH1AGA","Krishan","
  Front camera quality in not good at all.And dual sim doesn’t support in the phone.This is not a dual sim device because only one sim works at once.Like if u r call from primary sim then secondary sim becomes like no service.And the same goes with the secondary simEven u can’t receive messages if u r on the callIf u received a call from unknown number on sim 2And u want to call to that number from sim one that’s not gonna happenFor that u have to save that unknown number then only u will be able to call on that number
","Reviewed in India on 2 November 2020","This not a dual sim device only one sim works at once.",1,"","1",,,
"R1MCPBCSEID7VH","Amazon Customer","
  after watching so many bad reviews i was worried about the mobile it is fake or real?so many videos out on youtube also...but to be frank i received a very good and quality product its original not fake..i checked my i phone on apple site also by puttiing my serial number of mobile its verified by apple...received with charger ,cable and wired headphones...Very happy to buy this ..Thanx Amazon.
","Reviewed in India on 21 October 2020","Got it in a very good deal",5,"","1",,,
"R3U73L2Z3GH1BN","Imran","
  It’s just an ok phone with an Apple logo...Otherwise features are average, charging this phone takes ages, this is my first IPhone and I am regretting it...one may buy oneplus etc for better features and experience
","Reviewed in India on 1 May 2020","Average phone!!!",3,"","1",,,
"RIQ3SKTE1Z67D","Soni","
  Going to lodge a consumer complaint.Faulty camera: when I click picture near bright ligh notice the a faded object similar to tubelight and window in attached images. Defective product received and Amazon is not giving options to replace/return the product. When I placed return request it's giving me Apple customer care number to contact. :( The product packaging was also not safe the iPhone box was placed directly in the polythene bag, no other air cushion or cardboard was used. Really disappointed.
","Reviewed in India on 27 October 2020","Defective camera",1,"https://images-na.ssl-images-amazon.com/images/I/91v9cvDaWEL.jpg
https://images-na.ssl-images-amazon.com/images/I/91vYgl4GN-L.jpg
https://images-na.ssl-images-amazon.com/images/I/A1fQ6GHDb9L.jpg","1",,,
"R3V3GWIXF1LRUB","Dhrubajyoti Bhattacharjee","
  iPhone - the name is enough to guarantee buttery smooth performance, with years of guaranteed OS updates (Android, looking at you. I struggled to get the monthly updates for weeks on your own brand Pixel phones, forget about the flashy Samsung and Xiaomi/OnePlus etc.). Amazing camera, no bloatware or selling customer data to third parties (again Android, looking at you. You give the OS for free and make the customer the product to push ads for revenue). After years of being a committed Android user, from the time Nokia/Microsoft stopped making Windows smartphones, for almost 6+years, finally decided being taken for a ride by Google/Android. Well, was using the iPhone 6s for about an year along with my Google Pixel 2 XL, but now Apple iPhone is my only daily driver, and the way things are looking between Apple and Google and how they are focused on business in India, its going to be an iPhone always for me, for the foreseeable future.
","Reviewed in India on 26 November 2020","It's an iPhone",5,"","1",,,
"R3C47BTZRHJCND","Akai Joe","
  I bought this iPhone a week ago and although this might be a review done too soon but I know that this phone never disappoints. There are a lot of good phones at a lesser price like oneplus 8 and samsung s20 but if you want a a lag free experience and a simple OS performance - go for the iPhone.I also read a lot of negative reviews about the seller but it was a secured and happy experience for me! Appario did a good job here!Pros:1. A13 bionic chip - Smooth OS with no lags and top of the line processor2. If you're purchasing this for gaming - I did for PUBG then you won't be disappointed! The FPS and gaming experience is surreal3. Speakers are of excellent quality and are quite loud4. Camera does a more than decent job with the night mode being a stand out!Cons:1. Battery is one thing iPhone really needs to take care of! 3200 MAH won't let you go a long time without charging2. The LCD panel is not that great when compared to oneplus 8, lacks in screen refresh rate too with a 60Hz screen refresh rate3. The charger is a slow charger and takes around 2.5 hours to fully charge the device.
","Reviewed in India on 31 August 2020","Worth the money. A Lag free experience!",4,"","1",,,
"R1B8YMN5IQJK89","Sandip Kumar","
  bro if you are Android user and you love Android then don't buy iPhone,because in iPhone you will not get any customisation and you will have to to see listen music online you can download it offline in wynk music or any other music appif you can listen online everything then it's ok I can buy this iPhone for better camera quality awesome software experience like fast UI but not best customisable software, because you can't Tweak iPhonebattery is really poor so whatever if you want to buy then buy it - for Showing off iPhone Logootherwise I will say you will get better phone in Android so if you want to buy any Android then go for Android because you will get lots of storage and better camera is also Android camera is really good above 50k Indian rupees
","Reviewed in India on 7 November 2020","If You Want Show Off iPhone Logi Then Buy Otherwise Go For Android",5,"https://images-na.ssl-images-amazon.com/images/I/61C1mWI5E7L.jpg","1",,,
"R2HOTPVZ5I1IIZ","Prudhvi Raj Nakka ","
  No comments on apple productPros:1. Rich finishing2. Awesome battery life .You will get two days for normal usage. For hard users it will be one day strongly3. Marvellous photography using iPhone 11. Portrait mode is more attractive compare to previous versions. Wide angle camera Adds more attraction to the phone as well as more convenient while taking pictures.Night mode is awesome.4.front camera is very nice5.performance wise A13 chip never lags You in any instance.6.Finally the brand value Apple Apple apple. I got this phone at the better price in 47999.
","Reviewed in India on 7 November 2020","It’s my black panther",5,"https://images-na.ssl-images-amazon.com/images/I/51EGN69pdLL.jpg
https://images-na.ssl-images-amazon.com/images/I/51Hmk291LnL.jpg
https://images-na.ssl-images-amazon.com/images/I/51UTBr7WALL.jpg
https://images-na.ssl-images-amazon.com/images/I/51kxNZXExUL.jpg","1",,,
"R2QA0OH4AMNGEA","Anurag vitta","
  Great iphone if you are looking for long term usage and durability, excellent cameras and performanceThe only con at this price is the charger provided is only 5 Watt takes a long time to charge even though the battery is small comparatively.If you are on budget and want to buy apple its the best value for money optionDisplay is still very good many people wont miss the oled from the pros.
","Reviewed in India on 20 October 2020","Best value for money iphone",4,"","1",,,
